id;certificado;cuit;laboratorio;gtin;troquel;comercial;forma;generico;pais;expendio;trazabilidad;presentacion;precio;es_hospitalario
190.821;43250;30708412038;Biosintex S.A.;;;Ketolef;Crema;Ketoconazol 2 G %;;Bajo Receta;Fuera de disposición;1 Pomo Por 15 G;45;0
190.830;22107;30708412038;Biosintex S.A.;;;Caramelos Antibioticos Lefmar;Caramelo;Hexilresorcinol ,001 G + Tirotricina ,001 G + Aminobenzoato De Etilo ,02 G;;Bajo Receta;Fuera de disposición;Blister Por 9 Unidades;41;0
194.675;22107;30708412038;Biosintex S.A.;;;Caramelos Antibioticos Lefmar;Caramelo;Hexilresorcinol ,001 G + Tirotricina ,001 G + Aminobenzoato De Etilo ,02 G;;Bajo Receta;Fuera de disposición;Blister Por 3 Unidades;16;0
190.829;22107;30708412038;Biosintex S.A.;;;Caramelos Antibioticos Lefmar;Caramelo;Hexilresorcinol ,001 G + Tirotricina ,001 G + Aminobenzoato De Etilo ,02 G;;Bajo Receta;Fuera de disposición;Blister Por 6 Unidades;31;0
199.148;33384;30709594512;Biotechno Pharma S.R.L.;07798163340158;218877;Soluna 3.5  Mg;Comprimido;Quinestrol 3,5 Mg + Etinodiol Diacetato 7 Mg;;Bajo Receta;Fuera de disposición;Blister Por 1 Unidad;80,04;0
144.898;40518;30709594512;Biotechno Pharma S.R.L.;;3355721;Tru Compuesto;Polvo Para Suspensión Oral;Tinidazol 200 Mg / 5 Ml + Mebendazol 200 Mg / 5 Ml;;Bajo Receta;Fuera de disposición;Frasco Por 18;;0
18.971;54986;30709594512;Biotechno Pharma S.R.L.;;586168;Tru M;Comprimido;Mebendazol 200 Mg;;Bajo Receta;Fuera de disposición;Blister Por 6 Unidades;;0
22.918;56439;30709594512;Biotechno Pharma S.R.L.;07798163340066;6121551;Trextech;Polvo Liofilizado Para Inyectable;Pemetrexed 500 Mg;;Bajo Receta Archivada;3683/11;1 Frasco Ampolla Por 500 Mg;21403,86;0
200.223;33384;30709594512;Biotechno Pharma S.R.L.;07798163340165;041632;Soluna;Comprimido;Quinestrol 5 Mg + Etinodiol Diacetato 8 Mg;;Bajo Receta;Fuera de disposición;Blister Por 1 Unidad;80,04;0
200.235;33384;30709594512;Biotechno Pharma S.R.L.;;041632;Soluna;Comprimido;Quinestrol 5 Mg + Etinodiol Diacetato 8 Mg;;Bajo Receta;Fuera de disposición;Blister Por 1 Unidad;;0
61.755;57019;30709594512;Biotechno Pharma S.R.L.;07798163340080;623939;Trotech;Comprimido Recubierto;Letrozol 2,5 Mg;;Bajo Receta Archivada;1831/12 Anexo;Blister Por 30 Unidades;2022,1;0
63.815;54986;30709594512;Biotechno Pharma S.R.L.;;586171;Tru M;Comprimido;Mebendazol 100 Mg;;Bajo Receta;Fuera de disposición;Blister Por 6 Unidades;53,42;0
146.767;41475;30709594512;Biotechno Pharma S.R.L.;;344755;Tru Compuesto;Comprimido Recubierto;Mebendazol 200 Mg + Tinidazol 200 Mg;;Bajo Receta;Fuera de disposición;Blister Por 6 Unidades;58,56;0
147.828;56038;30709594512;Biotechno Pharma S.R.L.;07798163340028;6038261;Zoletech;Polvo Liofilizado Para Inyectable;Acido Zoledronico 4 Mg;;Bajo Receta;1831/12 Anexo;1 Frasco Ampolla Por 4 Mg;3800,19;0
149.128;56157;30709594512;Biotechno Pharma S.R.L.;07798163340059;605839;Tiagrel;Solucion Inyectable;Irinotecan Clorhidrato Trihidrato 100 Mg / 5 Ml;;Bajo Receta Archivada;1831/12 Anexo;1 Frasco Ampolla Por 5 Ml;3978,22;0
149.668;56065;30709594512;Biotechno Pharma S.R.L.;07798163340042;604371;Paclitech Biotechno Pharma;Solucion Inyectable;Paclitaxel 30 Mg;;Bajo Receta Archivada;3683/11;1 Frasco Ampolla Por 5 Ml;1666,55;0
149.671;56065;30709594512;Biotechno Pharma S.R.L.;07798163340035;604400;Paclitech Biotechno Pharma;Solucion Inyectable;Paclitaxel 300 Mg;;Bajo Receta Archivada;3683/11;1 Frasco Ampolla Por 50 Ml;15499,56;0
152.267;56660;30709594512;Biotechno Pharma S.R.L.;07798163340073;616242;Captech;Comprimido Recubierto;Capecitabina 500 Mg;;Bajo Receta Archivada;3683/11;Blister Por 120 Unidades;9054,27;0
200.234;33384;30709594512;Biotechno Pharma S.R.L.;;218877;Soluna 3.5  Mg;Comprimido;Quinestrol 3,5 Mg + Etinodiol Diacetato 7 Mg;;Bajo Receta;Fuera de disposición;Blister Por 1 Unidad;;0
1.372;42577;30611306632;Biotenk S A;;368739;Amoxitenk;Comprimido Recubierto;Amoxicilina 500 Mg;;Bajo Receta Archivada;Fuera de disposición;63 Envase Por 504 Unidades;;1
27.025;42577;30611306632;Biotenk S A;07796363000032;368739;Amoxitenk;Comprimido Recubierto;Amoxicilina 500 Mg;;Bajo Receta Archivada;Fuera de disposición;2 Envase Por 16 Unidades;31,2;0
87.499;42577;30611306632;Biotenk S A;07796363000025;368739;Amoxitenk;Comprimido Recubierto;Amoxicilina 500 Mg;;Bajo Receta Archivada;Fuera de disposición;1 Envase Por 8 Unidades;16,1;0
27.264;50297;30611306632;Biotenk S A;07796363002883;573342;Corixa Ud;Comprimido De Liberación Prolongada;Claritromicina 500 Mg;;Bajo Receta Archivada;Fuera de disposición;1 Blister Por 4 Unidades;62,69;0
27.265;50297;30611306632;Biotenk S A;07796363002890;573342;Corixa Ud;Comprimido De Liberación Prolongada;Claritromicina 500 Mg;;Bajo Receta Archivada;Fuera de disposición;1 Blister Por 8 Unidades;120,3;0
9.046;44872;30611306632;Biotenk S A;;00000;Zoltenk Vl;Capsula;Omeprazol 20 Mg / Cap;;Venta Libre;Fuera de disposición;50 Blister Por 700 Unidades;;1
192.537;38822;30611306632;Biotenk S A;07796363001442;505736;Ac Vascular;Comprimido;Nimodipina 30 Mg/Comprimido;;Bajo Receta;Fuera de disposición;Blister Por 30;50,1;0
593;38822;30611306632;Biotenk S A;;505736;Ac Vascular;Comprimido;Nimodipina 30 Mg/Comprimido;;Bajo Receta;Fuera de disposición;Blister Por 1000;;1
67.483;44071;30611306632;Biotenk S A;;392837;Midatenk;Comprimido;Metoclopramida 10 Mg/Comprimido;;Bajo Receta;Fuera de disposición;15 Blister Por 150 Unidades;;1
3.692;44071;30611306632;Biotenk S A;07796363000605;392837;Midatenk;Comprimido;Metoclopramida 10 Mg/Comprimido;;Bajo Receta;Fuera de disposición;2 Blister Por 20 Unidades;13,35;0
5.946;44071;30611306632;Biotenk S A;07796363000681;392845;Midatenk;Gotas;Metoclopramida 500 Mg / 100 Ml;;Bajo Receta;Fuera de disposición;1 Frasco Gotero Por 20 Ml;38,86;0
6.243;44071;30611306632;Biotenk S A;07796363000759;392853;Midatenk;Gotas;Metoclopramida 200 Mg / 100 Ml;;Bajo Receta;Fuera de disposición;1 Frasco Gotero Por 20 Ml;18,93;0
7.843;50125;30611306632;Biotenk S A;07796363002579;515703;Biolutam;Comprimido Recubierto;Bicalutamida 50 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 28 Unidades;913,43;0
37.457;48820;30611306632;Biotenk S A;;477366;Tenkdol 20 Mg;Comprimido;Ketorolac Trometamina 20 Mg/Comprimido;;Bajo Receta;Fuera de disposición;100 Blister Por 1000 Unidades;;1
9.900;48820;30611306632;Biotenk S A;07796363000780;477366;Tenkdol 20 Mg;Comprimido;Ketorolac Trometamina 20 Mg/Comprimido;;Bajo Receta;Fuera de disposición;2 Blister Por 10 Unidades;127,45;0
9.754;48820;30611306632;Biotenk S A;07796363000872;477366;Tenkdol 20 Mg;Comprimido;Ketorolac Trometamina 20 Mg/Comprimido;;Bajo Receta;Fuera de disposición;1 Blister Por 10 Unidades;73,64;0
194.409;44872;30611306632;Biotenk S A;07796363000896;00000;Zoltenk Vl;Capsula;Omeprazol 20 Mg / Cap;;Venta Libre;Fuera de disposición;2 Blister Por 28 Unidades;83,47;0
163.881;44872;30611306632;Biotenk S A;07796363002838;00000;Zoltenk Vl;Capsula;Omeprazol 20 Mg / Cap;;Venta Libre;Fuera de disposición;1 Blister Por 14 Unidades;17,95;0
57.403;48937;30611306632;Biotenk S A;;481466;Loxitenk;Comprimido;Meloxicam 7,5 Mg/Comprimido;;Bajo Receta;Fuera de disposición;100 Blister Por 1000 Unidades;;1
56.006;48937;30611306632;Biotenk S A;07796363000933;481466;Loxitenk;Comprimido;Meloxicam 7,5 Mg/Comprimido;;Bajo Receta;Fuera de disposición;2 Blister Por 20 Unidades;37,74;0
57.419;48937;30611306632;Biotenk S A;07796363001121;481474;Loxitenk;Comprimido;Meloxicam 15 Mg/Comprimido;;Bajo Receta;Fuera de disposición;3 Blister Por 30 Unidades;112,8;0
57.407;48937;30611306632;Biotenk S A;07796363000926;481474;Loxitenk;Comprimido;Meloxicam 15 Mg/Comprimido;;Bajo Receta;Fuera de disposición;2 Blister Por 20 Unidades;73,51;0
57.405;48937;30611306632;Biotenk S A;07796363001336;481474;Loxitenk;Comprimido;Meloxicam 15 Mg/Comprimido;;Bajo Receta;Fuera de disposición;1 Blister Por 10 Unidades;37,74;0
50.493;48937;30611306632;Biotenk S A;;481474;Loxitenk;Comprimido;Meloxicam 15 Mg/Comprimido;;Bajo Receta;Fuera de disposición;100 Blister Por 1000 Unidades;;1
45.592;48872;30611306632;Biotenk S A;07796363000865;478586;Tamoxifeno Biotenk;Comprimido;Tamoxifeno Citrato 20 Mg/Comprimido;;Bajo Receta Archivada;Fuera de disposición;Blister Por 30;89,11;0
45.599;48872;30611306632;Biotenk S A;;478586;Tamoxifeno Biotenk;Comprimido;Tamoxifeno Citrato 20 Mg/Comprimido;;Bajo Receta Archivada;Fuera de disposición;Blister Por 1000;;1
46.435;49227;30611306632;Biotenk S A;;484171;Atorvastan;Comprimido Recubierto;Atorvastatina 10 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 1000 Unidades;;1
46.432;49227;30611306632;Biotenk S A;;484171;Atorvastan;Comprimido Recubierto;Atorvastatina 10 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 100 Unidades;;1
46.428;49227;30611306632;Biotenk S A;07796363001091;484171;Atorvastan;Comprimido Recubierto;Atorvastatina 10 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 30 Unidades;166,35;0
46.442;49227;30611306632;Biotenk S A;;484189;Atorvastan;Comprimido Recubierto;Atorvastatin (Como Atorvastatin Calcico) 20 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 100;;1
46.445;49227;30611306632;Biotenk S A;;484189;Atorvastan;Comprimido Recubierto;Atorvastatin (Como Atorvastatin Calcico) 20 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 1000;;1
46.438;49227;30611306632;Biotenk S A;07796363001053;484189;Atorvastan;Comprimido Recubierto;Atorvastatin (Como Atorvastatin Calcico) 20 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 30;254,95;0
46.469;49202;30611306632;Biotenk S A;07796363001046;484147;Glucopirida;Comprimido;Glimepirida 4 Mg;;Bajo Receta;Fuera de disposición;Blister Por 30;159,28;0
46.475;49202;30611306632;Biotenk S A;;484147;Glucopirida;Comprimido;Glimepirida 4 Mg;;Bajo Receta;Fuera de disposición;Blister Por 1000;;0
56.683;48820;30611306632;Biotenk S A;;477374;Tenkdol Sl;Comprimido Sublingual;Ketorolac Trometamina 10 Mg/Comprimido;;Bajo Receta;Fuera de disposición;100 Blister Por 1000 Unidades;;1
47.623;48820;30611306632;Biotenk S A;07796363000889;477374;Tenkdol Sl;Comprimido Sublingual;Ketorolac Trometamina 10 Mg/Comprimido;;Bajo Receta;Fuera de disposición;1 Blister Por 10 Unidades;53,24;0
148.171;44297;30611306632;Biotenk S A;;;Cefatenk;Comprimido;Cefadroxilo 500 Mg/Comprimido;;Bajo Receta Archivada;;Envase Por 504;;0
49.010;44297;30611306632;Biotenk S A;;;Cefatenk;Comprimido;Cefadroxilo 500 Mg/Comprimido;;Bajo Receta Archivada;;Envase Por 16;;0
49.009;44297;30611306632;Biotenk S A;;;Cefatenk;Comprimido;Cefadroxilo 500 Mg/Comprimido;;Bajo Receta Archivada;;Envase Por 8;;0
49.076;42597;30611306632;Biotenk S A;07796363002647;555968;Ibutenk Forte;Comprimido;Ibuprofeno 800 Mg;;Bajo Receta;Fuera de disposición;1 Blister Por 10 Unidades;35,63;0
90.627;42597;30611306632;Biotenk S A;;555968;Ibutenk Forte;Comprimido;Ibuprofeno 800 Mg;;Bajo Receta;Fuera de disposición;50 Blister Por 500 Unidades;;0
49.791;47997;30611306632;Biotenk S A;07796363000599;462309;Loctenk;Comprimido Recubierto;Losartan Potasico 50 Mg;;Bajo Receta;Fuera de disposición;Blister Por 30;162,94;0
136.268;47997;30611306632;Biotenk S A;07796363001824;462309;Loctenk;Comprimido Recubierto;Losartan Potasico 50 Mg;;Bajo Receta;Fuera de disposición;Blister Por 60;201,5;0
49.797;47997;30611306632;Biotenk S A;;462309;Loctenk;Comprimido Recubierto;Losartan Potasico 50 Mg;;Bajo Receta;Fuera de disposición;Blister Por 1000;;1
49.794;47997;30611306632;Biotenk S A;;462309;Loctenk;Comprimido Recubierto;Losartan Potasico 50 Mg;;Bajo Receta;Fuera de disposición;Blister Por 100;;1
69.045;42597;30611306632;Biotenk S A;;00000;Ibutenk Vl;Comprimido;Ibuprofeno 400 Mg;;Venta Libre;Fuera de disposición;2 Blister Por 20 Unidades;12,95;0
69.044;42597;30611306632;Biotenk S A;;00000;Ibutenk Vl;Comprimido;Ibuprofeno 400 Mg;;Venta Libre;Fuera de disposición;1 Blister Por 10 Unidades;10,24;0
36.032;42597;30611306632;Biotenk S A;;00000;Ibutenk Vl;Comprimido;Ibuprofeno 400 Mg;;Venta Libre;Fuera de disposición;100 Blister Por 1000 Unidades;;1
520;43779;30611306632;Biotenk S A;;388703;Priltenk;Comprimido;Enalapril Maleato 20 Mg;;Bajo Receta;Fuera de disposición;Envase Por 1000 Unidades;;1
87.570;43779;30611306632;Biotenk S A;07796363000902;388703;Priltenk;Comprimido;Enalapril Maleato 20 Mg;;Bajo Receta;Fuera de disposición;Envase Por 30 Unidad;53,69;0
42.176;50297;30611306632;Biotenk S A;07796363001459;504234;Corixa;Comprimido;Claritromicina 500 Mg;;Bajo Receta Archivada;Fuera de disposición;2 Blister Por 16 Unidades;177,72;0
42.174;50297;30611306632;Biotenk S A;07796363001480;504234;Corixa;Comprimido;Claritromicina 500 Mg;;Bajo Receta Archivada;Fuera de disposición;1 Blister Por 8 Unidades;98,67;0
38.009;50297;30611306632;Biotenk S A;;504234;Corixa;Comprimido;Claritromicina 500 Mg;;Bajo Receta Archivada;Fuera de disposición;64 Blister Por 512 Unidades;;1
38.491;50297;30611306632;Biotenk S A;;504255;Corixa;Granulado Para Suspensión Oral;Claritromicina 250 Mg;;Bajo Receta Archivada;Fuera de disposición;50 Frasco Por 60 Ml;;1
38.490;50297;30611306632;Biotenk S A;07796363001473;504255;Corixa;Granulado Para Suspensión Oral;Claritromicina 250 Mg;;Bajo Receta Archivada;Fuera de disposición;1 Frasco Por 60 Ml;171,08;0
37.675;43779;30611306632;Biotenk S A;07796363001558;388696;Priltenk;Comprimido;Enalapril Maleato 10 Mg;;Bajo Receta;Fuera de disposición;Envase Por 60 Unidades;109,65;0
510;43779;30611306632;Biotenk S A;07796363001640;388696;Priltenk;Comprimido;Enalapril Maleato 10 Mg;;Bajo Receta;Fuera de disposición;Envase Por 50 Unidades;81,09;0
41.591;43779;30611306632;Biotenk S A;07796363000131;388696;Priltenk;Comprimido;Enalapril Maleato 10 Mg;;Bajo Receta;Fuera de disposición;Envase Por 30 Unidades;53,35;0
513;43779;30611306632;Biotenk S A;;388696;Priltenk;Comprimido;Enalapril Maleato 10 Mg;;Bajo Receta;Fuera de disposición;Envase Por 1000 Unidades;;1
41.639;50297;30611306632;Biotenk S A;;504241;Corixa;Granulado Para Suspensión Oral;Claritromicina 125 Mg / 5 Ml;;Bajo Receta Archivada;Fuera de disposición;50 Frasco Por 60 Ml;;1
41.640;50297;30611306632;Biotenk S A;07796363001503;504241;Corixa;Granulado Para Suspensión Oral;Claritromicina 125 Mg / 5 Ml;;Bajo Receta Archivada;Fuera de disposición;1 Frasco Por 60 Ml;88,66;0
159.310;42631;30611306632;Biotenk S A;;369472;Ciprotenk;Comprimido;Ciprofloxacina 500 Mg;;Bajo Receta Archivada;Fuera de disposición;10 Envase Por 100 Unidades;;1
46.518;42631;30611306632;Biotenk S A;;369472;Ciprotenk;Comprimido;Ciprofloxacina 500 Mg;;Bajo Receta Archivada;Fuera de disposición;50 Envase Por 500 Unidades;;1
42.034;42631;30611306632;Biotenk S A;07796363000087;369472;Ciprotenk;Comprimido;Ciprofloxacina 500 Mg;;Bajo Receta Archivada;Fuera de disposición;1 Envase Por 10 Unidades;105,65;0
38.667;50070;30611306632;Biotenk S A;07796363003101;589613;Liposol;Capsula;Orlistat 60 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 60 Unidades;366,47;0
136.776;42597;30611306632;Biotenk S A;;00000;Ibutenk Vl Pediatrico;Suspension Oral;Ibuprofeno 2 G / 100 Ml;;Venta Libre;Fuera de disposición;48 Frasco Por 90 Ml;;1
45.732;42597;30611306632;Biotenk S A;07796363000698;00000;Ibutenk Vl Pediatrico;Suspension Oral;Ibuprofeno 2 G / 100 Ml;;Venta Libre;Fuera de disposición;1 Frasco Por 90 Ml;34,29;0
81.318;42717;30611306632;Biotenk S A;07796363000230;371336;Furtenk;Comprimido;Furosemida 40 Mg;;Bajo Receta;Fuera de disposición;5 Envase Por 50 Unidades;59,92;0
137.748;42717;30611306632;Biotenk S A;;371336;Furtenk;Comprimido;Furosemida 40 Mg;;Bajo Receta;Fuera de disposición;15 Envase Por 150 Unidades;;1
81.353;42421;30611306632;Biotenk S A;;368713;Atenolol Biotenk;Comprimido;Atenolol 50 Mg;;Bajo Receta;Fuera de disposición;Envase Por 1000;;1
192.450;42421;30611306632;Biotenk S A;;368713;Atenolol Biotenk;Comprimido;Atenolol 50 Mg;;Bajo Receta;Fuera de disposición;Envase Por 150;;1
192.539;42421;30611306632;Biotenk S A;07796363000056;368713;Atenolol Biotenk;Comprimido;Atenolol 50 Mg;;Bajo Receta;Fuera de disposición;Envase Por 30;26,65;0
108.256;42421;30611306632;Biotenk S A;;368721;Atenolol Biotenk;Comprimido;Atenolol 100 Mg;;Bajo Receta;Fuera de disposición;Envase Por 1000;;1
81.355;42421;30611306632;Biotenk S A;07796363000063;368721;Atenolol Biotenk;Comprimido;Atenolol 100 Mg;;Bajo Receta;Fuera de disposición;Envase Por 30;43,4;0
85.385;45742;30611306632;Biotenk S A;07796363000414;419483;Ulcotenk;Comprimido Recubierto;Ranitidina 150 Mg;;Bajo Receta;Fuera de disposición;3 Blister Por 60 Unidades;95,58;0
85.388;45742;30611306632;Biotenk S A;;419483;Ulcotenk;Comprimido Recubierto;Ranitidina 150 Mg;;Bajo Receta;Fuera de disposición;15 Blister Por 150 Unidades;;1
85.383;45742;30611306632;Biotenk S A;07796363000827;419483;Ulcotenk;Comprimido Recubierto;Ranitidina 150 Mg;;Bajo Receta;Fuera de disposición;2 Blister Por 20 Unidades;28,96;0
85.391;45742;30611306632;Biotenk S A;07796363000421;419491;Ulcotenk;Comprimido Recubierto;Ranitidina 300 Mg;;Bajo Receta;Fuera de disposición;3 Blister Por 30 Unidades;104,88;0
85.395;45742;30611306632;Biotenk S A;;419491;Ulcotenk;Comprimido Recubierto;Ranitidina 300 Mg;;Bajo Receta;Fuera de disposición;10 Blister Por 100 Unidades;;1
87.511;47069;30611306632;Biotenk S A;07796363000469;445082;Miotenk;Comprimido Ranurado;Amiodarona Clorhidrato 200 Mg;;Bajo Receta;Fuera de disposición;2 Blister Por 20 Unidades;26,16;0
87.910;48248;30611306632;Biotenk S A;07796363000643;466319;Prosmin;Comprimido;Finasteride 5 Mg;;Bajo Receta;Fuera de disposición;Blister Por 30;140,13;0
146.871;48248;30611306632;Biotenk S A;;466319;Prosmin;Comprimido;Finasteride 5 Mg;;Bajo Receta;Fuera de disposición;Blister Por 1000;;0
87.999;48248;30611306632;Biotenk S A;07796363001916;466319;Prosmin;Comprimido;Finasteride 5 Mg;;Bajo Receta;Fuera de disposición;Blister Por 50;233,29;0
88.507;54759;30611306632;Biotenk S A;07796363000506;621442;Befol Flex;Comprimido Recubierto;Diclofenaco Potasico 52,5 Mg + Pridinol Mesilato 4 Mg;;Bajo Receta;Fuera de disposición;1 Blister Por 10 Unidades;42,43;0
99.577;54759;30611306632;Biotenk S A;07796363000629;621442;Befol Flex;Comprimido Recubierto;Diclofenaco Potasico 52,5 Mg + Pridinol Mesilato 4 Mg;;Bajo Receta;Fuera de disposición;2 Blister Por 20 Unidades;77,15;0
136.774;42597;30611306632;Biotenk S A;07796363001329;469355;Ibutenk;Comprimido;Ibuprofeno 600 Mg;;Bajo Receta;Fuera de disposición;1 Blister Por 10 Unidades;30,12;0
69.873;42597;30611306632;Biotenk S A;07796363000650;469355;Ibutenk;Comprimido;Ibuprofeno 600 Mg;;Bajo Receta;Fuera de disposición;2 Blister Por 20 Unidades;58,9;0
69.048;42597;30611306632;Biotenk S A;;469355;Ibutenk;Comprimido;Ibuprofeno 600 Mg;;Bajo Receta;Fuera de disposición;100 Blister Por 1000 Unidades;;1
70.184;42598;30611306632;Biotenk S A;;;Tritenk;Suspension Oral;Sulfametoxazol 4 G / 100 Ml + Trimetoprima ,8 G / 100 Ml;;Bajo Receta Archivada;;Frasco Por 1;;0
76.660;41123;30611306632;Biotenk S A;07796363002296;528253;Micotenk;Comprimido Recubierto;Itraconazol 100 Mg;;Bajo Receta;Fuera de disposición;3 Blister Por 30 Unidades;239,47;0
70.613;41123;30611306632;Biotenk S A;07796363002289;528253;Micotenk;Comprimido Recubierto;Itraconazol 100 Mg;;Bajo Receta;Fuera de disposición;1 Blister Por 15 Unidades;125,86;0
70.883;42598;30611306632;Biotenk S A;;;Tritenk;Comprimido;Sulfametoxazol 400 Mg + Trimetoprima 80 Mg;;Bajo Receta Archivada;;Blister Por 20;;0
86.547;42598;30611306632;Biotenk S A;;;Tritenk Forte;Comprimido;Sulfametoxazol 800 Mg + Trimetoprima 160 Mg;;Bajo Receta Archivada;;Blister Por 20;;0
73.662;42632;30611306632;Biotenk S A;07796363000483;369505;Nifedipina R;Comprimido Recubierto;Nifedipina 20 Mg;;Bajo Receta;Fuera de disposición;Blister Por 50;;0
75.351;42632;30611306632;Biotenk S A;;369505;Nifedipina R;Comprimido Recubierto;Nifedipina 20 Mg;;Bajo Receta;Fuera de disposición;Blister Por 1000;;1
136.260;50960;30611306632;Biotenk S A;07796363002005;517257;Hisplex;Comprimido;Loratadina 10 Mg;;Bajo Receta;Fuera de disposición;3 Blister Por 30 Unidades;39,98;0
136.258;50960;30611306632;Biotenk S A;07796363001992;517257;Hisplex;Comprimido;Loratadina 10 Mg;;Bajo Receta;Fuera de disposición;1 Blister Por 10 Unidades;14,42;0
76.203;50960;30611306632;Biotenk S A;;517257;Hisplex;Comprimido;Loratadina 10 Mg;;Bajo Receta;Fuera de disposición;100 Blister Por 1000 Unidades;;1
76.202;50960;30611306632;Biotenk S A;;517257;Hisplex;Comprimido;Loratadina 10 Mg;;Bajo Receta;Fuera de disposición;50 Blister Por 500 Unidades;;1
76.204;50960;30611306632;Biotenk S A;07796363001978;517241;Hisplex;Jarabe;Loratadina 1 Mg / Ml;;Bajo Receta;Fuera de disposición;1 Frasco Por 60 Ml;22,81;0
60.866;49417;30611306632;Biotenk S A;07796363001145;488066;Mitokor;Comprimido;Amlodipina (Como Besilato) 5 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 30 Unidades;54,46;0
138.968;49417;30611306632;Biotenk S A;;488066;Mitokor;Comprimido;Amlodipina (Como Besilato) 5 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 150 Unidades;;1
60.872;49417;30611306632;Biotenk S A;;488066;Mitokor;Comprimido;Amlodipina (Como Besilato) 5 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 1000 Unidades;;1
60.874;49417;30611306632;Biotenk S A;07796363001152;488074;Mitokor;Comprimido;Amlodipina (Como Besilato) 10 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 30 Unidades;85,09;0
149.949;49417;30611306632;Biotenk S A;;488074;Mitokor;Comprimido;Amlodipina (Como Besilato) 10 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 150 Unidades;;1
60.881;49417;30611306632;Biotenk S A;;488074;Mitokor;Comprimido;Amlodipina (Como Besilato) 10 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 1000 Unidades;;1
145.849;42816;30611306632;Biotenk S A;07796363000728;373332;Espasmo Biotenk;Gotas;Dipirona Sodica 33,34 G / 100 Ml + N-Butilbromuro De Hioscina ,667 G / 100 Ml;;Bajo Receta;Fuera de disposición;1 Frasco Gotero Por 20 Ml;19,9;0
145.861;42614;30611306632;Biotenk S A;07796363000490;369456;Puritenk;Comprimido;Alopurinol 300 Mg;;Bajo Receta;Fuera de disposición;Envase Por 20;47,89;0
139.424;49514;30611306632;Biotenk S A;;00000;Befol Vl;Comprimido Recubierto;Diclofenaco Potasico 25 Mg;;Venta Libre;Fuera de disposición;Blister Por 1000;;1
147.365;49514;30611306632;Biotenk S A;07796363002395;00000;Befol Vl;Comprimido Recubierto;Diclofenaco Potasico 25 Mg;;Venta Libre;Fuera de disposición;Blister Por 10;18,82;0
